"","id","rank","workers","company","url","state_l","state_s","city","metro","growth","revenue","industry","yrs_on_list"
"628",21426,628,70,"Quality Management Solutions","quality-management-solutions","Massachusetts","MA","Wakefield","Philadelphia",741,17282821,"IT Services",3
"629",23297,629,206,"Kendra Scott","kendra-scott","Texas","TX","Austin","Austin",741,11602692,"Retail",2
"630",25728,630,12,"Dicks Nanton Agency","dicks-nanton-agency","Florida","FL","Orlando","Orlando FL",741,3103047,"Advertising & Marketing",1
"631",23038,631,725,"TaskUs","taskus","California","CA","Santa Monica","Los Angeles",739,6243017,"Business Products & Services",2
"632",23418,632,94,"Glover Services","glover-services","Utah","UT","Bluffdale","Salt Lake City",738,16050088,"Construction",2
"633",25621,633,30,"Dime","dime","Georgia","GA","Cumming","Atlanta",736,2140645,"Business Products & Services",1
"634",21064,634,30,"The Premier Group Staffing","the-premier-group-staffing","Colorado","CO","Denver","Denver",735,13657622,"Human Resources",3
"635",26582,635,465,"Opower","opower","Virginia","VA","Arlington","Washington DC",734,88703000,"Energy",1
"636",26295,636,56,"The Rinaldi Group","the-rinaldi-group","New Jersey","NJ","Secaucus","New York City",733,75469081,"Construction",1
"637",23029,637,11,"SiiBER","siiber","Indiana","IN","Fort Wayne","Fort Wayne IN",732,2368691,"Consumer Products & Services",2
"638",23243,638,130,"MobileOne","mobileone","California","CA","San Diego","San Diego",730,59079647,"Retail",2
"639",25194,639,58,"7Summits","7summits","Wisconsin","WI","Milwaukee","Milwaukee-Waukesha-West Allis WI",728,10248000,"Business Products & Services",1
"640",23245,640,65,"Signature Consulting Group","signature-consulting-group","Maryland","MD","Windsor Mill","Baltimore",727,15381665,"IT Services",2
"641",25985,641,35,"OrangePeople","orangepeople","California","CA","Irvine","Los Angeles",727,4573171,"IT Services",1
"642",26578,642,6,"McGregor Homes","mcgregor-homes","Oklahoma","OK","Edmond","Oklahoma City OK",726,6114000,"Real Estate",1
"643",23055,643,41,"Camp Gladiator","camp-gladiator","Texas","TX","Austin","Austin",725,6786000,"Consumer Products & Services",2
"644",25506,644,20,"Kings Capital Construction","kings-capital-construction","New York","NY","White Plains","New York City",714,6472728,"Construction",1
"645",23433,645,85,"iUnlimited Investigative Services","iunlimited-investigative-services","California","CA","Sacramento","Sacramento--Arden-Arcade--Roseville CA",713,5173330,"Security",2
"646",26411,646,14,"Boost Software","boost-software","Massachusetts","MA","Boston","Boston",711,11566441,"Software",1
"647",25411,647,148,"Cardinal Group Management","cardinal-group-management","Colorado","CO","Denver","Denver",710,46638997,"Real Estate",1
"648",24954,648,13,"Defense Engineering","defense-engineering","Ohio","OH","Beavercreek","Dayton OH",709,3746646,"Government Services",1
"649",25332,649,18,"W&R Studios","wr-studios","California","CA","Huntington Beach","Los Angeles",708,2344170,"Software",1
"650",20975,650,434,"Acquia","acquia","Massachusetts","MA","Burlington","Boston",708,71007265,"Software",3
"651",23229,651,54,"Vivo Clothing","vivo-clothing","Idaho","ID","Coeur d'Alene","Coeur d'Alene ID",707,3601968,"Retail",2
"652",21126,652,434,"Saratoga Roofing & Construction","saratoga-roofing-construction","Oklahoma","OK","Oklahoma City","Oklahoma City OK",706,54125468,"Construction",3
"653",23447,653,500,"George Street Photo & Video","george-street-photo-video","Illinois","IL","Chicago","Chicago",704,18447103,"Consumer Products & Services",2
"654",25789,654,25,"AllPure Technologies","allpure-technologies","Pennsylvania","PA","New Oxford","Philadelphia",703,2944992,"Manufacturing",1
"655",25955,655,16,"Neya Systems","neya-systems","Pennsylvania","PA","Wexford","Pittsburgh PA",703,3063400,"Engineering",1
"656",26153,656,45,"Nicholas Pension Consultants","nicholas-pension-consultants","California","CA","Rancho Cordova","Sacramento--Arden-Arcade--Roseville CA",703,4196530,"Financial Services",1
"657",25250,657,109,"Oslo Solutions","oslo-solutions","Washington","WA","Issaquah","Seattle",702,8279318,"IT Services",1
"658",21028,658,27,"Modern Everyday","modern-everyday","California","CA","Alhambra","Los Angeles",700,9300320,"Retail",3
"659",26188,659,60,"Fora Financial","fora-financial","New York","NY","New York","New York City",698,18418300,"Financial Services",1
"660",25495,660,28,"JumpForward","jumpforward","Illinois","IL","Chicago","Chicago",697,2779500,"Software",1
"661",21709,661,13,"The Dagit Group","the-dagit-group","Pennsylvania","PA","King of Prussia","Philadelphia",696,14202252,"Construction",3
"662",2288,662,772,"Nexius","nexius","Texas","TX","Allen","Dallas",694,183195157,"Telecommunications",6
"663",24936,663,26,"Custom Cable","custom-cable","Florida","FL","Tampa","Tampa",691,22901344,"Manufacturing",2
"664",23219,664,61,"Tower Cloud","tower-cloud","Florida","FL","St. Petersburg","Tampa",689,27239756,"Telecommunications",2
"665",23254,665,12,"Express Chem","express-chem","Missouri","MO","St. Louis","St. Louis MO-IL",689,2999945,"Environmental Services",2
"666",23119,666,30,"inviCRO","invicro","Massachusetts","MA","Boston","Boston",687,8207901,"Health",2
"667",26131,667,94,"eXelate","exelate","New York","NY","New York","New York City",687,28089000,"Advertising & Marketing",1
"668",23096,668,174,"InfoFree","infofree","California","CA","San Mateo","San Francisco",685,7509000,"Business Products & Services",2
"669",21197,669,40,"RealSelf","realself","Washington","WA","Seattle","Seattle",682,7436640,"Health",3
"670",23069,670,45,"Benzara","benzara","Illinois","IL","Naperville","Chicago",682,5779236,"Consumer Products & Services",2
"671",23468,671,43,"Clear Title Agency of Arizona","clear-title-agency-of-arizona","Arizona","AZ","Phoenix","Phoenix",680,6827000,"Real Estate",2
"672",25918,672,34,"Dice Communications","dice-communications","Nebraska","NE","Omaha","Omaha-Council Bluffs NE-IA",677,7671350,"Telecommunications",1
"673",23019,673,78,"WordStream","wordstream","Massachusetts","MA","Boston","Boston",677,6580182,"Advertising & Marketing",2
"674",19360,674,92,"DiscoverOrg","discoverorg","Washington","WA","Vancouver","Portland OR",675,21590221,"Business Products & Services",4
"675",21491,675,120,"Credence Management Solutions","credence-management-solutions","District of Columbia","DC","Washington","Washington DC",674,21929794,"Government Services",3
"676",25431,676,4,"KitOrder","kitorder","California","CA","Sausalito","San Francisco",674,4185860,"Software",1
"677",24606,677,85,"3Q Digital","3q-digital","California","CA","San Mateo","San Francisco",671,9642752,"Advertising & Marketing",1
"678",25730,678,29,"SeniorHomes.com","seniorhomescom","Washington","WA","Seattle","Seattle",670,2408295,"Health",1
"679",23933,679,38,"AirSage","airsage","Georgia","GA","Atlanta","Atlanta",669,9812221,"Software",2
"680",25177,680,80,"ProvidaStaff","providastaff","North Carolina","NC","Huntersville","Charlotte",667,3175491,"Health",1
"681",23169,681,195,"ERP International","erp-international","Maryland","MD","Laurel","Washington DC",666,32731000,"Government Services",2
"682",24958,682,13,"Category Five Technologies","category-five-technologies","Michigan","MI","Livonia","Detroit",666,8038992,"Retail",1
"683",25980,683,17,"Regatta Solutions","regatta-solutions","California","CA","San Juan Capistrano","Los Angeles",661,11027178,"Energy",1
"684",24917,684,18,"Barney Butter","barney-butter","California","CA","Fresno","Fresno CA",661,8691000,"Food & Beverage",1
"685",26369,685,23,"JJ Virgin & Associates","jj-virgin-associates","California","CA","Rancho Mirage","Riverside-San Bernardino-Ontario CA",660,6074970,"Health",1
"686",23046,686,90,"Dane Street","dane-street","Massachusetts","MA","Boston","Boston",660,13468337,"Health",2
"687",21176,687,16,"TigerFitness.com","tigerfitnesscom","Ohio","OH","Mason","Cincinnati",659,5646371,"Retail",3
"688",26364,688,32,"Nextility","nextility","District of Columbia","DC","Washington","Washington DC",658,2966898,"Energy",1
"689",22938,689,25,"ReTargeter","retargeter","California","CA","San Francisco","San Francisco",658,8161000,"Advertising & Marketing",2
"690",25151,690,30,"Mediafly","mediafly","Illinois","IL","Chicago","Chicago",657,2423000,"Software",1
"691",25867,691,60,"VizExplorer","vizexplorer","California","CA","San Diego","San Diego",656,5424000,"Software",1
"692",26403,692,40,"Keylingo Translations","keylingo-translations","Georgia","GA","Atlanta","Atlanta",656,3451984,"Business Products & Services",1
"693",7473,693,138,"Vantage Media Marketplaces","vantage-media-marketplaces","California","CA","El Segundo","Los Angeles",656,118778000,"Advertising & Marketing",2
"694",25378,694,6,"Southern Point","southern-point","Alabama","AL","Enterprise","Enterprise-Ozark AL",654,2199050,"Consumer Products & Services",1
"695",25383,695,56,"Orange Leaf Frozen Yogurt","orange-leaf-frozen-yogurt","Oklahoma","OK","Oklahoma City","Oklahoma City OK",653,26880000,"Food & Beverage",1
"696",24835,696,11,"All American Lending","all-american-lending","California","CA","Newport Beach","Los Angeles",653,2819668,"Financial Services",1
"697",26541,697,24,"Transformyx","transformyx","Louisiana","LA","Baton Rouge","Baton Rouge LA",652,8157333,"IT Services",1
"698",23183,698,54,"Five Stones Research","five-stones-research","Alabama","AL","Brownsboro","Huntsville AL",650,7961703,"Government Services",2
"699",23018,699,1,"First Flight Solutions","first-flight-solutions","North Carolina","NC","Emerald Isle","Morehead City NC",649,4269742,"Logistics & Transportation",2
"700",22900,700,180,"SPARC","sparc","South Carolina","SC","Charleston","Charleston-North Charleston SC",646,20363237,"Software",2
"701",23173,701,22,"Caneel Group","caneel-group","New Jersey","NJ","Gibbsboro","Philadelphia",645,6225075,"Financial Services",2
"702",21342,702,70,"Wellness Corporate Solutions","wellness-corporate-solutions","Maryland","MD","Bethesda","",644,12645835,"Health",3
"703",26365,703,26,"Ready Set Rocket","ready-set-rocket","New York","NY","New York","New York City",644,3071500,"Advertising & Marketing",1
"704",24856,704,15,"Orchestra Software","orchestra-software","Oregon","OR","Beaverton","Portland OR",643,2389712,"Software",1
"705",23761,705,44,"Soft-Con Enterprises","soft-con-enterprises","Maryland","MD","Hyattsville","Washington DC",642,5331000,"IT Services",2
"706",25714,706,12,"NovelASPect.com","novelaspectcom","California","CA","San Mateo","San Francisco",642,2439374,"IT Services",1
"707",25663,707,10,"Mesh Systems","mesh-systems","Indiana","IN","Carmel","Indianapolis IN",640,3339708,"Software",1
"708",21112,708,40,"Analytic Strategies","analytic-strategies","Virginia","VA","Vienna","Washington DC",639,6254797,"Government Services",3
"709",25169,709,33,"Envy","envy","Florida","FL","Orlando","Orlando FL",639,3538836,"Software",1
"710",21181,710,35,"Citadel Insurance Services","citadel-insurance-services","Utah","UT","American Fork","Provo-Orem UT",637,5935015,"Insurance",3
"711",21287,711,22,"Infosemantics","infosemantics","Texas","TX","Flower Mound","Dallas",636,8556885,"IT Services",3
"712",21133,712,1321,"FCi Federal","fci-federal","Virginia","VA","Ashburn","Washington DC",636,82174972,"Government Services",3
"713",25404,713,44,"Cortello Salon","cortello-salon","Florida","FL","Jacksonville Beach","Jacksonville FL",636,3002000,"Consumer Products & Services",1
"714",22966,714,77,"Akvarr","akvarr","Virginia","VA","Fairfax","Washington DC",636,7966001,"IT Services",2
"715",22963,715,12,"The Logistics Store","the-logistics-store","Missouri","MO","Liberty","Kansas City MO-KS",636,11314000,"Logistics & Transportation",2
"716",25731,716,11,"Military Resale Solutions","military-resale-solutions","Virginia","VA","Chesapeake","Virginia Beach-Norfolk-Newport News VA-NC",635,11873410,"Government Services",1
"717",23004,717,280,"Medical Staffing Options","medical-staffing-options","Ohio","OH","Westerville","Columbus OH",633,6436000,"Health",2
"718",21238,718,65,"FluidEdge Consulting","fluidedge-consulting","Pennsylvania","PA","Malvern","Philadelphia",632,14015199,"Health",3
"719",26228,719,41,"Synergy Wireless Solutions","synergy-wireless-solutions","Virginia","VA","Herndon","Washington DC",630,4966000,"Telecommunications",1
"720",22921,720,389,"Pangea Properties","pangea-properties","Illinois","IL","Chicago","Chicago",629,50310623,"Real Estate",2
"721",23276,721,20,"Cradle Solution","cradle-solution","Texas","TX","Houston","Houston",629,5167676,"Software",2
"722",23067,722,20,"Gravity Media","gravity-media","New York","NY","New York","New York City",629,19106076,"Advertising & Marketing",2
"723",21166,723,160,"Janrain","janrain","Oregon","OR","Portland","Portland OR",628,9994679,"Software",3
"724",23758,724,50,"ContextMedia","contextmedia","Illinois","IL","Chicago","Chicago",628,15101896,"Health",2
"725",25760,725,181,"rateGenius","rategenius","Texas","TX","Austin","Austin",628,32262219,"Financial Services",1
"726",21194,726,225,"OnDeck","ondeck","New York","NY","New York","New York City",627,65249287,"Financial Services",3
"727",21025,727,37,"GarbageMan A Green Company","garbageman-a-green-company","Minnesota","MN","Plymouth","Minneapolis",627,18042465,"Environmental Services",3
"728",23261,728,12,"Transportation Impact","transportation-impact","North Carolina","NC","Emerald Isle","Morehead City NC",627,7080133,"Logistics & Transportation",2
"729",21030,729,69,"Dynamic Recycling","dynamic-recycling","Wisconsin","WI","La Crosse","La Crosse WI-MN",626,22655060,"Manufacturing",3
"730",23161,730,5,"Odyssey Telecommunications","odyssey-telecommunications","New York","NY","Colden","Buffalo-Niagara Falls NY",626,4141568,"Telecommunications",2
"731",26081,731,13,"Ruston Properties","ruston-properties","Louisiana","LA","Baton Rouge","Baton Rouge LA",625,2764331,"Real Estate",1
"732",26005,732,206,"TeleWorld Solutions","teleworld-solutions","Virginia","VA","Chantilly","",625,18051000,"Telecommunications",1
"733",26132,733,26,"King Memory","king-memory","Ohio","OH","Columbus","Columbus OH",624,2386964,"Computer Hardware",1
"734",26115,734,22,"Security America Mortgage","security-america-mortgage","Texas","TX","Houston","Houston",624,2829654,"Financial Services",1
"735",22939,735,48,"C-4 Analytics","c-4-analytics","Massachusetts","MA","Saugus","Boston",623,7228351,"Advertising & Marketing",2
"736",23347,736,351,"Synowledge","synowledge","Connecticut","CT","Stamford","Bridgeport-Stamford-Norwalk CT",622,12780000,"Health",2
"737",23073,737,80,"Patient Engagement Advisors","patient-engagement-advisors","Alabama","AL","Birmingham","Birmingham-Hoover AL",621,3832670,"Health",2
"738",24894,738,12,"Body Armor Outlet","body-armor-outlet","New Hampshire","NH","Salem","Boston",620,2410806,"Government Services",1
"739",23374,739,288,"Private Label Nutraceuticals","private-label-nutraceuticals","Georgia","GA","Norcross","Atlanta",620,47556495,"Consumer Products & Services",2
"740",23819,740,54,"Data Systems Integration Group","data-systems-integration-group","Ohio","OH","Dublin","Columbus OH",619,4732324,"IT Services",2
"741",21198,741,300,"WeddingWire","weddingwire","Maryland","MD","Chevy Chase","Washington DC",618,33978870,"Consumer Products & Services",3
"742",25709,742,12,"Hotels for Hope","hotels-for-hope","Texas","TX","Austin","Austin",615,2029602,"Travel & Hospitality",1
"743",24158,743,58,"HostVentures.com","hostventurescom","Maryland","MD","White Marsh","Baltimore",613,12548324,"IT Services",2
"744",26422,744,10,"VetInternetCo.com","vetinternetcocom","Alabama","AL","Union Grove","Albertville AL",613,3112896,"Retail",1
"745",26557,745,42,"Defense Point Security","defense-point-security","Virginia","VA","Alexandria","Washington DC",611,6649828,"Security",1
"746",24902,746,6,"Oakmont Home Builders","oakmont-home-builders","North Carolina","NC","Charlotte","Charlotte",611,28865911,"Construction",1
"747",26445,747,17,"Riders Needs","riders-needs","Illinois","IL","Chicago","Chicago",610,6477942,"Retail",1
"748",25064,748,9,"Dependable Transportation","dependable-transportation","Illinois","IL","Mattoon","Charleston-Mattoon IL",610,6626625,"Logistics & Transportation",1
"749",23163,749,18,"Channel Partners","channel-partners","Minnesota","MN","Maple Grove","Minneapolis",608,3673990,"Financial Services",2
"750",24642,750,150,"CentraLite Systems","centralite-systems","Alabama","AL","Mobile","Mobile AL",608,20530862,"Consumer Products & Services",1
"751",23293,751,272,"Skava","skava","California","CA","San Francisco","San Francisco",608,22892356,"Software",2
"752",22967,752,62,"Apartment List","apartment-list","California","CA","San Francisco","San Francisco",607,17225000,"Real Estate",2
"753",25798,753,105,"L&E Research","le-research","North Carolina","NC","Raleigh","Raleigh-Cary NC",606,4657984,"Advertising & Marketing",1
"754",26437,754,65,"Syntegrity Networks","syntegrity-networks","Washington","WA","Seattle","Seattle",605,7634619,"Security",1
"755",25023,755,12,"Transportation One","transportation-one","Illinois","IL","Chicago","Chicago",605,7099620,"Logistics & Transportation",1
"756",21012,756,25,"Quantum Networks","quantum-networks","New York","NY","New York","New York City",603,22950287,"Consumer Products & Services",3
"757",21387,757,58,"Etouches","etouches","Connecticut","CT","Norwalk","Bridgeport-Stamford-Norwalk CT",603,8050000,"Software",3
"758",25161,758,15,"CarePatrol Franchise Systems","carepatrol-franchise-systems","Arizona","AZ","Gilbert","Phoenix",603,2400830,"Health",1
"759",25344,759,31,"Evista Environmental Health Systems","evista-environmental-health-systems","California","CA","Newport Beach","Los Angeles",602,3714119,"Environmental Services",1
"760",26015,760,24,"viaForensics","viaforensics","Illinois","IL","Oak Park","Chicago",600,3103000,"Security",1
"761",25305,761,227,"TalkingRain","talkingrain","Washington","WA","Preston","Seattle",598,261614467,"Food & Beverage",1
"762",25376,762,139,"Eagle Ray","eagle-ray","Virginia","VA","Chantilly","Washington DC",597,30287116,"Government Services",1
"763",23448,763,500,"HCTec Partners","hctec-partners","Tennessee","TN","Franklin","Nashville",597,69820220,"Health",2
"764",26273,764,86,"Solomon Group","solomon-group","Louisiana","LA","New Orleans","New Orleans-Metairie-Kenner LA",596,13417459,"Media",1
"765",23390,765,891,"Episource","episource","California","CA","La Palma","Los Angeles",596,12796344,"Health",2
"766",23319,766,122,"Quality In Real Time","quality-in-real-time","New York","NY","Floral Park","New York City",594,4913030,"Health",2
"767",23014,767,72,"Clinovations","clinovations","District of Columbia","DC","Washington","Washington DC",594,24906544,"Health",2
"768",25227,768,87,"Abstrakt Marketing Group","abstrakt-marketing-group","Missouri","MO","St. Louis","St. Louis MO-IL",593,7462345,"Advertising & Marketing",1
"769",22152,769,205,"Landpoint","landpoint","Louisiana","LA","Bossier City","Shreveport-Bossier City LA",593,32992000,"Engineering",3
"770",25456,770,21,"John Pomp Studios","john-pomp-studios","Pennsylvania","PA","Philadelphia","Philadelphia",592,2597464,"Manufacturing",1
"771",26035,771,70,"Premier Lifestyle Management","premier-lifestyle-management","Maryland","MD","Upper Marlboro","Washington DC",592,2513697,"Business Products & Services",1
"772",23026,772,180,"Titan Protection and Consulting","titan-protection-and-consulting","Kansas","KS","Overland Park","Kansas City MO-KS",591,3197640,"Security",2
"773",309,773,488,"Systems Made Simple","systems-made-simple","New York","NY","Syracuse","Syracuse NY",591,278715000,"IT Services",6
"774",24797,774,4,"WebMechanix","webmechanix","Maryland","MD","Columbia","Baltimore",590,2447285,"Advertising & Marketing",1
"775",20371,775,77,"Projekt202","projekt202","Texas","TX","Addison","Dallas",590,13303077,"Software",4
"776",23509,776,53,"Renova Energy","renova-energy","California","CA","Palm Desert","Riverside-San Bernardino-Ontario CA",589,8448000,"Energy",2
"777",26565,777,520,"Aerohive Networks","aerohive-networks","California","CA","Sunnyvale","San Jose",586,107135000,"Software",1
"778",21575,778,270,"Coast Professional","coast-professional","Louisiana","LA","West Monroe","Monroe LA",585,38567736,"Financial Services",3
"779",19275,779,44,"CarGurus","cargurus","Massachusetts","MA","Cambridge","Boston",583,22367327,"Consumer Products & Services",4
"780",22978,780,18,"Renegade Furniture Group","renegade-furniture-group","New York","NY","Cedarhurst","New York City",583,12396770,"Retail",2
"781",25779,781,77,"tap|QA","tap-qa","Minnesota","MN","St. Louis Park","Minneapolis",582,7743350,"IT Services",1
"782",24979,782,36,"Noribachi","noribachi","California","CA","Hawthorne","Los Angeles",581,10189784,"Manufacturing",1
"783",21200,783,194,"InDemand Interpreting","indemand-interpreting","Washington","WA","Tukwila","Seattle",581,6361740,"Health",3
"784",24967,784,20,"C1S Group","c1s-group","Texas","TX","Dallas","Dallas",580,9415337,"Engineering",1
"785",22969,785,11,"Sustainable Supply","sustainable-supply","Colorado","CO","Broomfield","Denver",580,5884000,"Retail",2
"786",26071,786,14,"Guardian Network Solutions","guardian-network-solutions","Texas","TX","Fort Worth","Dallas",580,2518760,"Security",1
"787",26322,787,25,"Two Toasters","two-toasters","North Carolina","NC","Durham","Durham NC",579,3119696,"Software",1
"788",26150,788,36,"Karvakko Engineering","karvakko-engineering","Minnesota","MN","Bemidji","Bemidji MN",579,3158000,"Engineering",1
"789",25366,789,205,"DayNine Consulting","daynine-consulting","California","CA","Pleasanton","San Francisco",579,26460806,"Business Products & Services",1
"790",26297,790,17,"Interactyx","interactyx","Florida","FL","Bonita Springs","Naples-Marco Island FL",579,2139066,"Software",1
"791",25282,791,35,"Burgos Group","burgos-group","New Mexico","NM","Albuquerque","Albuquerque NM",577,5546546,"Government Services",1
"792",24934,792,39,"JW Michaels","jw-michaels","New York","NY","New York","New York City",576,9072576,"Business Products & Services",1
"793",23114,793,39,"ISBX","isbx","California","CA","Los Angeles","Los Angeles",575,5700126,"Software",2
"794",26235,794,130,"The Hermitage Club","the-hermitage-club","Vermont","VT","West Dover","",575,11750804,"Travel & Hospitality",1
"795",23586,795,30,"Black Lotus Communications","black-lotus-communications","California","CA","San Francisco","San Francisco",574,3998221,"IT Services",2
"796",23148,796,71,"24Hr HomeCare","24hr-homecare","California","CA","El Segundo","Los Angeles",573,29146106,"Health",2
"797",25427,797,70,"Early Growth Financial Services","early-growth-financial-services","California","CA","San Jose","San Jose",573,4188467,"Financial Services",1
"798",20992,798,85,"Vets First Choice","vets-first-choice","Maine","ME","Portland","Portland-South Portland-Biddeford ME",573,18687349,"Business Products & Services",3
"799",26313,799,27,"Chargebacks911","chargebacks911","Florida","FL","Clearwater","Tampa",572,8076349,"Financial Services",1
"800",23137,800,31,"Fitness On Request","fitness-on-request","Minnesota","MN","Maple Grove","Minneapolis",569,6315034,"Health",2
"801",26396,801,36,"Bonterra Solar","bonterra-solar","Hawaii","HI","Honolulu","Honolulu HI",568,11648000,"Energy",1
"802",17334,802,45,"Vista Imaging Services","vista-imaging-services","California","CA","El Dorado Hills","Sacramento--Arden-Arcade--Roseville CA",567,25926420,"Health",5
"803",23216,803,57,"Blue Acorn","blue-acorn","South Carolina","SC","Charleston","Charleston-North Charleston SC",566,3500364,"IT Services",2
"804",23321,804,75,"Kore1","kore1","California","CA","Irvine","Los Angeles",566,5358000,"IT Services",2
"805",23214,805,21,"QualityFlooring4Less.com","qualityflooring4lesscom","California","CA","San Francisco","San Francisco",565,19865400,"Consumer Products & Services",2
"806",26349,806,19,"Phenom Software","phenom-software","California","CA","Irvine","Los Angeles",563,2739113,"IT Services",1
"807",21140,807,23,"Footage Firm","footage-firm","Virginia","VA","Reston","Washington DC",563,12996000,"Media",3
"808",25395,808,48,"YOU Technology","you-technology","California","CA","South San Francisco","San Francisco",563,19745471,"Advertising & Marketing",1
"809",21080,809,229,"TubeMogul","tubemogul","California","CA","Emeryville","San Francisco",562,57214000,"Advertising & Marketing",3
"810",25437,810,101,"RailPros Field Services","railpros-field-services","California","CA","Irvine","Los Angeles",562,10485940,"Engineering",1
"811",24831,811,1387,"Amerit Fleet Solutions","amerit-fleet-solutions","California","CA","Walnut Creek","San Francisco",561,100933004,"Logistics & Transportation",1
"812",23228,812,32,"Owens Harkey Advertising","owens-harkey-advertising","Arizona","AZ","Phoenix","Phoenix",561,5804181,"Advertising & Marketing",2
"813",19814,813,14,"REPAY","repay","Georgia","GA","Atlanta","Atlanta",560,22089508,"Financial Services",4
"814",25536,814,269,"Mutual Mobile","mutual-mobile","Texas","TX","Austin","Austin",558,33328639,"Software",1
"815",21653,815,207,"OGSystems","ogsystems","Virginia","VA","Chantilly","Washington DC",558,55591774,"Government Services",3
"816",25330,816,259,"Saalex Solutions","saalex-solutions","California","CA","Camarillo","Oxnard-Thousand Oaks-Ventura CA",558,35495269,"Government Services",1
"817",26433,817,57,"EHS Support","ehs-support","Pennsylvania","PA","Pittsburgh","Pittsburgh PA",558,12302640,"Environmental Services",1
"818",26492,818,14,"3BL Media","3bl-media","Massachusetts","MA","Northampton","Springfield MA",555,2000590,"Media",1
"819",25592,819,148,"Brown & Pipkins","brown-pipkins","Georgia","GA","Atlanta","Atlanta",554,3128678,"Government Services",1
"820",25019,820,27,"J2 Solutions","j2-solutions","Pennsylvania","PA","King of Prussia","Philadelphia",554,2804268,"IT Services",1
"821",23634,821,351,"Argo Marketing Group","argo-marketing-group","Maine","ME","Lewiston","Lewiston-Auburn ME",553,10435138,"Telecommunications",2
"822",26300,822,153,"HH Global","hh-global","Illinois","IL","Vernon Hills","Chicago",553,101932804,"Advertising & Marketing",1
"823",19535,823,60,"Dream Finders Homes","dream-finders-homes","Florida","FL","Orange Park","Jacksonville FL",552,84865345,"Real Estate",4
"824",23043,824,33,"Sovereign Lending Group","sovereign-lending-group","California","CA","Irvine","Los Angeles",552,6571994,"Financial Services",2
"825",21570,825,284,"Kareo","kareo","California","CA","Irvine","Los Angeles",552,30018046,"Software",3
"826",25288,826,10,"Sustainment Solutions","sustainment-solutions","Kentucky","KY","Lancaster","Danville KY",551,10077629,"Security",1
"827",25308,827,100,"Holland Square Group","holland-square-group","Tennessee","TN","Franklin","Nashville",551,14643736,"IT Services",1
"828",25115,828,8,"24hrs Deals","24hrs-deals","Florida","FL","Deerfield Beach","Miami",550,4509578,"Consumer Products & Services",1
"829",21011,829,51,"Altitude Digital","altitude-digital","Colorado","CO","Denver","Denver",549,21903400,"Advertising & Marketing",3
"830",26214,830,140,"Sq1","sq1","Texas","TX","Dallas","Dallas",549,11057000,"Advertising & Marketing",1
"831",25623,831,25,"Cardinal Web Solutions","cardinal-web-solutions","Georgia","GA","Norcross","Atlanta",549,2219968,"Advertising & Marketing",1
"832",23320,832,25,"The Darton Group","the-darton-group","North Carolina","NC","Charlotte","Charlotte",548,7112016,"Business Products & Services",2
"833",21903,833,157,"MentorMate","mentormate","Minnesota","MN","Minneapolis","Minneapolis",545,9599144,"Software",3
"834",25948,834,15,"Bannockburn Global Forex","bannockburn-global-forex","Ohio","OH","Cincinnati","Cincinnati",545,4224785,"Financial Services",1
"835",23296,835,12,"Technossus","technossus","California","CA","Irvine","Los Angeles",544,6231000,"Software",2
"836",25127,836,98,"Cadatasoft","cadatasoft","Texas","TX","Dallas","Dallas",542,9424046,"Software",1
"837",25144,837,39,"180","180","Illinois","IL","Naperville","Chicago",541,4620178,"Engineering",1
"838",26216,838,31,"Platinum Drive Realty","platinum-drive-realty","New York","NY","Scarsdale","New York City",541,2263373,"Real Estate",1
"839",25896,839,55,"Neos Consulting Group","neos-consulting-group","Texas","TX","Austin","Austin",540,11055671,"IT Services",1
"840",23016,840,36,"LenCred","lencred","New Jersey","NJ","Blackwood","Philadelphia",536,3500936,"Financial Services",2
"841",21283,841,41,"Old Town IT","old-town-it","Virginia","VA","Alexandria","Washington DC",536,5836442,"Software",3
"842",25467,842,21,"Macedon Technologies","macedon-technologies","Virginia","VA","Reston","Washington DC",535,4536470,"IT Services",1
"843",17579,843,88,"Rise Interactive","rise-interactive","Illinois","IL","Chicago","Chicago",535,31428000,"Advertising & Marketing",5
"844",23572,844,13,"Total Apps","total-apps","California","CA","Aliso Viejo","Los Angeles",534,3419898,"Financial Services",2
"845",23174,845,5,"Paramount Business Jets","paramount-business-jets","Virginia","VA","Leesburg","Washington DC",532,5374078,"Travel & Hospitality",2
"846",17269,846,45,"Veteran Corps of America","veteran-corps-of-america","Illinois","IL","O'Fallon","St. Louis MO-IL",531,15598630,"Government Services",5
"847",26327,847,23,"Beekeeper Group","beekeeper-group","District of Columbia","DC","Washington","Washington DC",531,3891818,"Advertising & Marketing",1
"848",23589,848,31,"NTP Wireless","ntp-wireless","Illinois","IL","Chicago","Chicago",531,5454526,"Telecommunications",2
"849",19472,849,3500,"ScribeAmerica","scribeamerica","Florida","FL","Aventura","Miami",529,52637800,"Health",4
"850",21250,850,32,"Sunwarrior","sunwarrior","Nevada","NV","Overton","Las Vegas-Paradise NV",528,16425157,"Health",3
"851",26434,851,10,"CPC Diversified Fund","cpc-diversified-fund","Utah","UT","Sandy","Salt Lake City",528,2543824,"Financial Services",1
"852",103,852,218,"Technatomy","technatomy","Virginia","VA","Fairfax","Washington DC",528,68521887,"Government Services",6
