"","id","rank","workers","company","url","state_l","state_s","city","metro","growth","revenue","industry","yrs_on_list"
"1189",25079,1189,125,"Tailgate Guys","tailgate-guys","Alabama","AL","Auburn","Auburn-Opelika AL",368,2397456,"Food & Beverage",1
"1190",23101,1190,12,"Clickin Moms","clickin-moms","Illinois","IL","Geneva","Chicago",368,4348712,"Media",2
"1191",23536,1191,149,"Two Maids & A Mop","two-maids-a-mop","Alabama","AL","Mountain Brook","Birmingham-Hoover AL",368,3892394,"Consumer Products & Services",2
"1192",26480,1192,40,"Pinnacle Freight Systems","pinnacle-freight-systems","New Jersey","NJ","Edison","New York City",368,23710584,"Logistics & Transportation",1
"1193",25849,1193,37,"Specialized Physical Therapy","specialized-physical-therapy","Colorado","CO","Centennial","Denver",368,2480035,"Health",1
"1194",23151,1194,240,"Govind Development","govind-development","Texas","TX","Corpus Christi","Austin",368,27025921,"Engineering",4
"1195",23388,1195,9,"SoundConnect","soundconnect","Massachusetts","MA","Quincy","Boston",368,3228951,"Telecommunications",2
"1196",24873,1196,15,"US Freight","us-freight","Ohio","OH","Rocky River","Cleveland",367,12568794,"Logistics & Transportation",1
"1197",23519,1197,38,"TG Manufacturing","tg-manufacturing","Michigan","MI","Dorr","Allegan MI",367,9180706,"Manufacturing",2
"1198",21947,1198,979,"ZT Wealth and Altus Group of Companies","zt-wealth-and-altus-group-of-companies","Texas","TX","Pearland","Houston",366,189763660,"Health",3
"1199",26607,1199,23,"MACNAK Construction","macnak-construction","Washington","WA","Lakewood","Seattle",366,17780219,"Construction",1
"1200",22872,1200,393,"ZeOmega","zeomega","Texas","TX","Frisco","Dallas",366,26736071,"Health",2
"1201",24855,1201,13,"FlexJobs","flexjobs","Colorado","CO","Boulder","Boulder CO",365,2822500,"Human Resources",1
"1202",22038,1202,120,"Marvel Technologies","marvel-technologies","Michigan","MI","Novi","Detroit",365,7347422,"IT Services",3
"1203",25757,1203,75,"JDC Group","jdc-group","Georgia","GA","Atlanta","Atlanta",363,11090093,"IT Services",1
"1204",24832,1204,100,"Sun King Brewing Company","sun-king-brewing-company","Indiana","IN","Indianapolis","Indianapolis IN",362,7367756,"Food & Beverage",1
"1205",22235,1205,42,"Sub Rosa","sub-rosa","New York","NY","New York","New York City",362,13073497,"Advertising & Marketing",3
"1206",21245,1206,1500,"Digital Management","digital-management","Maryland","MD","Bethesda","Washington DC",361,263912441,"IT Services",8
"1207",21488,1207,61,"Information Systems & Networks","information-systems-networks","Maryland","MD","Bethesda","Washington DC",361,12735124,"Government Services",5
"1208",23473,1208,55,"Tier10","tier10","Virginia","VA","Herndon","Washington DC",361,15510049,"Advertising & Marketing",2
"1209",23021,1209,21,"Ad-Juster","ad-juster","California","CA","Poway","San Diego",361,4105554,"Advertising & Marketing",2
"1210",23063,1210,48,"VincentBenjamin","vincentbenjamin","Arizona","AZ","Phoenix","Phoenix",361,10610391,"Human Resources",2
"1211",23072,1211,32,"3 Key Elements","3-key-elements","Utah","UT","South Jordan","Salt Lake City",361,2401350,"Education",2
"1212",23518,1212,65,"AMTIS","amtis","Florida","FL","Orlando","Orlando FL",360,6023914,"Government Services",2
"1213",21883,1213,7,"Cherokee Data Solutions","cherokee-data-solutions","Oklahoma","OK","Claremore","Tulsa OK",360,7088827,"Business Products & Services",3
"1214",25170,1214,41,"MobileFuse","mobilefuse","New York","NY","Manhasset","New York City",360,11264047,"Advertising & Marketing",1
"1215",25415,1215,14,"Mobelux","mobelux","Virginia","VA","Richmond","Richmond VA",360,2216175,"Software",1
"1216",26282,1216,15,"Winterbridge Media","winterbridge-media","New York","NY","White Plains","New York City",359,9695241,"Advertising & Marketing",1
"1217",20976,1217,95,"Red Frog Events","red-frog-events","Illinois","IL","Chicago","Chicago",359,47401802,"Consumer Products & Services",3
"1218",26299,1218,25,"Express Software & Services","express-software-services","Indiana","IN","Indianapolis","Indianapolis IN",359,2014316,"Software",1
"1219",23574,1219,30,"Pens N More","pens-n-more","Illinois","IL","Hickory Hills","Chicago",359,9119537,"Retail",2
"1220",21439,1220,137,"Enve Composites","enve-composites","Utah","UT","Ogden","Ogden-Clearfield UT",358,21026469,"Manufacturing",3
"1221",23155,1221,31,"Integrated Prescription Management","integrated-prescription-management","California","CA","Fresno","Fresno CA",358,68702224,"Health",2
"1222",23210,1222,8,"Universal Industries","universal-industries","Nevada","NV","Las Vegas","Las Vegas-Paradise NV",357,4152730,"Consumer Products & Services",2
"1223",23159,1223,30,"Rigil","rigil","District of Columbia","DC","Washington","Washington DC",357,8106015,"IT Services",2
"1224",23250,1224,31,"MojoTech","mojotech","Rhode Island","RI","Providence","Providence-New Bedford-Fall River RI-MA",357,3459301,"Software",2
"1225",24827,1225,42,"Square 9 Softworks","square-9-softworks","Connecticut","CT","New Haven","New Haven-Milford CT",357,5776762,"Software",1
"1226",25085,1226,21,"Safe Money Millionaire","safe-money-millionaire","Utah","UT","Sandy","Salt Lake City",356,2358115,"Financial Services",1
"1227",26264,1227,35,"ZehnerGroup","zehnergroup","California","CA","Los Angeles","Los Angeles",356,2494222,"Advertising & Marketing",1
"1228",21715,1228,113,"VCC Optoelectronics","vcc-optoelectronics","California","CA","Poway","San Diego",356,13354676,"Manufacturing",3
"1229",21569,1229,120,"Astor & Sanders","astor-sanders","Maryland","MD","Rockville","Washington DC",355,11124912,"Government Services",3
"1230",23381,1230,122,"Jobvite","jobvite","California","CA","San Mateo","San Francisco",355,14522426,"Human Resources",2
"1231",23666,1231,50,"eCapital Advisors","ecapital-advisors","Minnesota","MN","Bloomington","Minneapolis",355,21892878,"IT Services",2
"1232",25274,1232,11,"All Things BBQ","all-things-bbq","Kansas","KS","Wichita","Wichita KS",355,2045584,"Retail",1
"1233",19304,1233,97,"Integrated Practice Solutions","integrated-practice-solutions","California","CA","San Diego","San Diego",354,22550000,"Health",4
"1234",19253,1234,73,"Black Mountain Systems","black-mountain-systems","California","CA","San Diego","San Diego",353,16187778,"Software",4
"1235",25364,1235,10,"RockFlowerPaper","rockflowerpaper","California","CA","San Anselmo","San Francisco",353,3655913,"Consumer Products & Services",1
"1236",23538,1236,215,"StrategicHealthSolutions","strategichealthsolutions","Nebraska","NE","Omaha","Omaha-Council Bluffs NE-IA",352,29167720,"Government Services",2
"1237",23425,1237,285,"Payoneer","payoneer","New York","NY","New York","New York City",352,58079000,"Financial Services",2
"1238",17954,1238,11,"Factory 360","factory-360","New York","NY","New York","New York City",352,7769004,"Advertising & Marketing",4
"1239",25499,1239,10,"Maxpcb","maxpcb","California","CA","Arcadia","Los Angeles",352,2707000,"Manufacturing",1
"1240",26451,1240,65,"InCadence Strategic Solutions","incadence-strategic-solutions","Virginia","VA","Manassas","Washington DC",351,7765202,"Engineering",1
"1241",22973,1241,108,"Dashed","dashed","Massachusetts","MA","Boston","Boston",351,6012609,"Food & Beverage",2
"1242",26330,1242,31,"Ducerus","ducerus","California","CA","Carlsbad","San Diego",351,3438843,"Education",1
"1243",26425,1243,500,"KNR Hospitality Group","knr-hospitality-group","Florida","FL","Miami Beach","Miami",350,37654510,"Food & Beverage",1
"1244",2670,1244,0,"GTN Technical Staffing","gtn-technical-staffing","Texas","TX","Dallas","Dallas",350,21830995,"Human Resources",5
"1245",19237,1245,110,"Prodege","prodege","California","CA","El Segundo","Los Angeles",350,52886897,"Advertising & Marketing",4
"1246",25966,1246,75,"United Wall Systems","united-wall-systems","Florida","FL","Winter Garden","Orlando FL",349,8908000,"Construction",1
"1247",25854,1247,24,"Raizlabs","raizlabs","Massachusetts","MA","Boston","Boston",349,3373605,"Software",1
"1248",26194,1248,322,"Maxymiser","maxymiser","New York","NY","New York","New York City",349,23620000,"Software",1
"1249",24961,1249,7,"Little Guy Worldwide","little-guy-worldwide","Ohio","OH","Massillon","Canton-Massillon OH",348,14172676,"Consumer Products & Services",1
"1250",26323,1250,80,"Teladoc","teladoc","Texas","TX","Dallas","Dallas",348,20516000,"Health",1
"1251",25550,1251,6,"Marketeching Solutions","marketeching-solutions","Pennsylvania","PA","New Hope","Philadelphia",348,2760193,"Advertising & Marketing",1
"1252",25562,1252,308,"The Reagor Dykes Auto Group","the-reagor-dykes-auto-group","Texas","TX","Lubbock","Lubbock TX",347,338886372,"Retail",1
"1253",23198,1253,45,"BH Cosmetics","bh-cosmetics","California","CA","Burbank","Los Angeles",347,13656850,"Retail",2
"1254",258,1254,43,"GATR Technologies","gatr-technologies","Alabama","AL","Huntsville","Huntsville AL",346,30582711,"Telecommunications",6
"1255",20565,1255,48,"C2 Solutions Group","c2-solutions-group","Virginia","VA","Reston","Washington DC",346,13126135,"Government Services",4
"1256",19431,1256,240,"SevOne","sevone","Delaware","DE","Wilmington","Philadelphia",346,39531295,"Software",3
"1257",26383,1257,45,"LiveAreaLabs","livearealabs","Washington","WA","Seattle","Seattle",345,6785800,"Advertising & Marketing",1
"1258",21296,1258,24,"aimClear","aimclear","Minnesota","MN","Duluth","Duluth MN-WI",345,4605000,"Advertising & Marketing",3
"1259",21525,1259,32,"Trigger Point Performance","trigger-point-performance","Texas","TX","Austin","Austin",345,12138057,"Health",3
"1260",26461,1260,140,"PowerObjects","powerobjects","Minnesota","MN","Minneapolis","Minneapolis",344,15093981,"IT Services",1
"1261",25352,1261,70,"McDonnell and Associates","mcdonnell-and-associates","South Carolina","SC","Columbia","Columbia SC",344,7011692,"Consumer Products & Services",1
"1262",25492,1262,160,"Sovereign Health of California","sovereign-health-of-california","California","CA","San Clemente","Los Angeles",343,14322755,"Health",1
"1263",25787,1263,31,"Maverick Brands","maverick-brands","California","CA","Mountain View","San Jose",343,22417047,"Food & Beverage",1
"1264",24876,1264,30,"Swain Techs","swain-techs","Pennsylvania","PA","Horsham","Philadelphia",343,2969124,"IT Services",1
"1265",26525,1265,76,"Productive Edge","productive-edge","Illinois","IL","Chicago","Chicago",343,13612900,"Software",1
"1266",17566,1266,164,"SnapAV","snapav","North Carolina","NC","Charlotte","Charlotte",342,134427337,"Manufacturing",5
"1267",23484,1267,49,"PAL General Engineering","pal-general-engineering","California","CA","San Diego","San Diego",342,16698640,"Construction",2
"1268",25696,1268,75,"MobiSystems","mobisystems","California","CA","San Diego","San Diego",342,6702869,"Software",1
"1269",17571,1269,489,"VinSolutions","vinsolutions","Kansas","KS","Overland Park","Kansas City MO-KS",342,71249605,"Software",5
"1270",19311,1270,77,"Boston Technologies","boston-technologies","Massachusetts","MA","Boston","Boston",340,20714249,"Financial Services",4
"1271",25961,1271,58,"Loft9","loft9","Washington","WA","Bellevue","Seattle",340,9552683,"Business Products & Services",1
"1272",23152,1272,12,"Action Lead Solutions","action-lead-solutions","Illinois","IL","Chicago","Chicago",340,6358946,"Advertising & Marketing",2
"1273",25137,1273,24,"Lonerider Brewing Company","lonerider-brewing-company","North Carolina","NC","Raleigh","Raleigh-Cary NC",340,2795279,"Food & Beverage",1
"1274",26439,1274,7,"Idealist Consulting","idealist-consulting","Oregon","OR","Portland","Portland OR",340,2476809,"IT Services",1
"1275",23324,1275,34,"Abridge Info Systems","abridge-info-systems","Massachusetts","MA","Chelmsford","Boston",339,3883278,"IT Services",2
"1276",26609,1276,335,"Trupanion","trupanion","Washington","WA","Seattle","Seattle",339,83829000,"Health",1
"1277",21165,1277,12,"The Brixton Group","the-brixton-group","North Carolina","NC","Waxhaw","Charlotte",338,24784632,"IT Services",3
"1278",23588,1278,59,"Knight Insurance Group","knight-insurance-group","California","CA","Los Angeles","Los Angeles",338,238414135,"Insurance",2
"1279",23195,1279,14,"FBS","fbs","Texas","TX","Plano","Dallas",338,2102004,"Business Products & Services",2
"1280",17450,1280,150,"Knight Point Systems","knight-point-systems","Virginia","VA","Reston","Washington DC",338,68939403,"IT Services",4
"1281",20999,1281,83,"Webimax","webimax","New Jersey","NJ","Mount Laurel","Philadelphia",337,8172200,"Advertising & Marketing",3
"1282",2158,1282,126,"Harmonia","harmonia","Virginia","VA","Blacksburg","Blacksburg-Christiansburg-Radford VA",337,13431454,"Software",6
"1283",20404,1283,131,"Orsini Healthcare","orsini-healthcare","Illinois","IL","Elk Grove Village","Chicago",337,117455046,"Health",4
"1284",24935,1284,44,"Verity Wine Partners","verity-wine-partners","New York","NY","New York","New York City",337,34831089,"Food & Beverage",1
"1285",23032,1285,154,"CWU","cwu","Florida","FL","Clearwater","Tampa",337,21457445,"Government Services",2
"1286",23246,1286,40,"Mindgrub","mindgrub","Maryland","MD","Baltimore","Baltimore",337,3446983,"Software",2
"1287",23689,1287,23,"Internet Creations","internet-creations","New Jersey","NJ","Hamilton","Trenton-Ewing NJ",336,2815056,"Software",2
"1288",25713,1288,7,"GSD Construction","gsd-construction","Texas","TX","Houston","Houston",336,5121070,"Construction",1
"1289",26199,1289,87,"RetailNext","retailnext","California","CA","San Jose","San Jose",336,7977000,"Software",1
"1290",6223,1290,15,"HyGen Pharmaceuticals","hygen-pharmaceuticals","Washington","WA","Redmond","Seattle",335,7723397,"Health",4
"1291",20942,1291,400,"Mom Corps","mom-corps","Pennsylvania","PA","Fort Washington","Philadelphia",334,16284058,"Human Resources",4
"1292",21587,1292,17,"Service Nation","service-nation","Texas","TX","Flower Mound","Dallas",334,6444096,"Business Products & Services",3
"1293",19578,1293,130,"Rally Point Management","rally-point-management","Florida","FL","Fort Walton Beach","Fort Walton Beach-Crestview-Destin FL",334,15888416,"Government Services",4
"1294",23808,1294,143,"Airetel Staffing","airetel-staffing","Florida","FL","Altamonte Springs","Orlando FL",334,8745976,"Engineering",2
"1295",21511,1295,27,"Saylent Technologies","saylent-technologies","Massachusetts","MA","Franklin","Boston",334,5776000,"Software",3
"1296",26463,1296,11,"Genesys Spine","genesys-spine","Texas","TX","Austin","Austin",334,13072264,"Health",1
"1297",24841,1297,12,"Mtell","mtell","California","CA","San Diego","San Diego",333,2990270,"Software",1
"1298",24634,1298,108,"Walsh Electrical Contracting","walsh-electrical-contracting","New York","NY","Staten Island","New York City",332,20622708,"Construction",1
"1299",26562,1299,35,"Pacific Western Painting","pacific-western-painting","California","CA","Vista","San Diego",332,2996222,"Construction",1
"1300",26183,1300,1375,"Zayo Group","zayo-group","Colorado","CO","Boulder","Boulder CO",332,1049263000,"Telecommunications",1
"1301",24880,1301,130,"LLamasoft","llamasoft","Michigan","MI","Ann Arbor","Ann Arbor MI",332,24450000,"Software",1
"1302",25187,1302,7,"MaxBurst","maxburst","New York","NY","Farmingdale","New York City",331,2535250,"IT Services",1
"1303",25122,1303,5,"MindMax","mindmax","Massachusetts","MA","Braintree","Boston",331,3238752,"Education",1
"1304",26575,1304,56,"IBC","ibc","Virginia","VA","Reston","Washington DC",331,18855000,"IT Services",1
"1305",23231,1305,140,"PrepNet","prepnet","Michigan","MI","Grand Rapids","Grand Rapids-Wyoming MI",331,11057980,"Education",2
"1306",19594,1306,326,"Code 42","code-42","Minnesota","MN","Minneapolis","Minneapolis",330,38220450,"Software",4
"1307",23007,1307,54,"Alternative Technology Solutions","alternative-technology-solutions","California","CA","Aliso Viejo","Los Angeles",330,9988274,"Software",2
"1308",23363,1308,2,"InSync Training","insync-training","Connecticut","CT","East Lyme","Norwich-New London CT",330,8642221,"Education",2
"1309",23550,1309,25,"DRT Transportation","drt-transportation","Pennsylvania","PA","Lebanon","Lebanon PA",330,24912093,"Logistics & Transportation",2
"1310",23227,1310,34,"MASS Communications","mass-communications","New York","NY","New York","New York City",330,12947510,"Telecommunications",2
"1311",26084,1311,16,"Pedego Electric Bikes","pedego-electric-bikes","California","CA","Irvine","Los Angeles",329,5467255,"Consumer Products & Services",1
"1312",23146,1312,25,"Fathom (Oakland CA)","fathom-oakland-ca","California","CA","Oakland","San Francisco",329,5654859,"Manufacturing",2
"1313",23549,1313,77,"Devbridge Group","devbridge-group","Illinois","IL","Chicago","Chicago",328,4195000,"Software",2
"1314",23359,1314,26,"AE Works","ae-works","Pennsylvania","PA","Pittsburgh","Pittsburgh PA",327,5120674,"Engineering",2
"1315",21631,1315,49,"Balsam Brands","balsam-brands","California","CA","Redwood City","San Francisco",327,51749400,"Retail",3
"1316",26102,1316,14,"Alcance Media Group","alcance-media-group","California","CA","San Francisco","San Francisco",327,3821365,"Advertising & Marketing",1
"1317",21402,1317,69,"EP Technology","ep-technology","Illinois","IL","Champaign","Champaign-Urbana IL",327,32628733,"Security",3
"1318",21514,1318,96,"Authenticom","authenticom","Wisconsin","WI","La Crosse","La Crosse WI-MN",326,15629281,"Software",3
"1319",25051,1319,25,"GigaSavvy","gigasavvy","California","CA","Irvine","Los Angeles",326,2449010,"Advertising & Marketing",1
"1320",26534,1320,26,"VOIPo","voipo","California","CA","Newport Beach","Los Angeles",325,3898920,"IT Services",1
"1321",19560,1321,185,"MIndseeker","mindseeker","Virginia","VA","Ashburn","Washington DC",325,18012459,"IT Services",4
"1322",23692,1322,84,"Curant Health","curant-health","Georgia","GA","Smyrna","Atlanta",325,94644838,"Health",2
"1323",7732,1323,56,"Titan Consulting","titan-consulting","Pennsylvania","PA","Cranberry Township","Pittsburgh PA",325,8317218,"Business Products & Services",4
"1324",25245,1324,28,"Cameo Solutions","cameo-solutions","Ohio","OH","West Chester","Cincinnati",325,8290578,"IT Services",1
"1325",5217,1325,25,"The Blueline Group","the-blueline-group","Washington","WA","Kirkland","Seattle",325,4328096,"Engineering",3
"1326",25537,1326,80,"Central Business Solutions","central-business-solutions","California","CA","Newark","San Francisco",325,3947459,"IT Services",1
"1327",20943,1327,645,"Patxi's Pizza","patxis-pizza","California","CA","Sausalito","San Francisco",324,21780130,"Food & Beverage",4
"1328",26203,1328,40,"Dealer Online Marketing","dealer-online-marketing","South Carolina","SC","Greenville","Greenville-Mauldin-Easley SC",324,3683581,"Advertising & Marketing",1
"1329",22122,1329,64,"Ritter Insurance Marketing","ritter-insurance-marketing","Pennsylvania","PA","Harrisburg","Harrisburg-Carlisle PA",324,21393912,"Insurance",3
"1330",24151,1330,37,"Strategic Systems & Technology","strategic-systems-technology","Georgia","GA","Suwanee","Atlanta",324,30180163,"Business Products & Services",2
"1331",25842,1331,35,"Full Armor Group","full-armor-group","Texas","TX","San Antonio","San Antonio TX",324,3919110,"Government Services",1
"1332",20399,1332,987,"Verengo Solar","verengo-solar","California","CA","Torrance","Los Angeles",324,115749457,"Energy",4
"1333",25599,1333,137,"Cutting Edge Recruiting Solutions","cutting-edge-recruiting-solutions","Florida","FL","Boca Raton","Miami",324,2927405,"Human Resources",1
"1334",154,1334,711,"College Hunks Hauling Junk","college-hunks-hauling-junk","Florida","FL","Tampa","Tampa",324,17544000,"Consumer Products & Services",5
"1335",24966,1335,250,"NVE","nve","Virginia","VA","Herndon","Washington DC",324,31183773,"Government Services",1
"1336",20980,1336,289,"HighTower Advisors","hightower-advisors","Illinois","IL","Chicago","Chicago",323,108946356,"Financial Services",3
"1337",20339,1337,179,"enVista","envista","Indiana","IN","Carmel","Indianapolis IN",323,52470768,"Logistics & Transportation",4
"1338",21019,1338,58,"ALKU","alku","Massachusetts","MA","Andover","Boston",323,38198291,"Human Resources",3
"1339",25410,1339,18,"OnWire","onwire","North Carolina","NC","Raleigh","Raleigh-Cary NC",323,3300600,"Security",1
"1340",21085,1340,36,"The Clearing","the-clearing","District of Columbia","DC","Washington","Washington DC",323,7684125,"Business Products & Services",3
"1341",23307,1341,70,"Desert Care Landscape Resources","desert-care-landscape-resources","Arizona","AZ","Phoenix","Phoenix",322,3047024,"Environmental Services",2
"1342",19898,1342,28,"Zipline Logistics","zipline-logistics","Ohio","OH","Columbus","Columbus OH",322,18042689,"Logistics & Transportation",4
"1343",1127,1343,45,"Agosto","agosto","Minnesota","MN","Minneapolis","Minneapolis",322,7660033,"IT Services",4
"1344",25082,1344,14,"Trinity Logistics USA","trinity-logistics-usa","New York","NY","Valley Stream","New York City",321,16051867,"Logistics & Transportation",1
"1345",19239,1345,44,"FLS Energy","fls-energy","North Carolina","NC","Asheville","Asheville NC",321,74997714,"Energy",4
"1346",21937,1346,27,"The Clean Bedroom","the-clean-bedroom","Maine","ME","Kittery","Portland-South Portland-Biddeford ME",320,5061000,"Retail",2
"1347",17606,1347,78,"PayLease","paylease","California","CA","San Diego","San Diego",320,19823908,"Financial Services",5
"1348",25155,1348,15,"Makeup Geek","makeup-geek","Michigan","MI","Jackson","Jackson MI",319,2496832,"Retail",1
"1349",21062,1349,26,"Omatic Software","omatic-software","South Carolina","SC","North Charleston","Charleston-North Charleston SC",319,4199909,"Software",3
"1350",25570,1350,5,"Blue Track Media","blue-track-media","Texas","TX","Dallas","Dallas",319,4812000,"Advertising & Marketing",1
"1351",751,1351,96,"AgileThought","agilethought","Florida","FL","Tampa","Tampa",319,20808566,"Software",7
"1352",25503,1352,34,"Park Avenue Properties","park-avenue-properties","North Carolina","NC","Cornelius","Charlotte",318,6716700,"Real Estate",1
"1353",8,1353,180,"One Technologies","one-technologies","Texas","TX","Dallas","Dallas",318,249922536,"Consumer Products & Services",8
"1354",26185,1354,30,"Eloquentix","eloquentix","North Carolina","NC","Chapel Hill","Durham NC",318,2057190,"IT Services",1
"1355",21693,1355,47,"Memphis Invest","memphis-invest","Tennessee","TN","Cordova","Memphis TN-MS-AR",318,50841369,"Real Estate",3
"1356",21455,1356,77,"CDYNE","cdyne","Virginia","VA","Chesapeake","Virginia Beach-Norfolk-Newport News VA-NC",318,6109140,"Software",3
"1357",25080,1357,16,"Inside Connect Cable","inside-connect-cable","Kentucky","KY","Louisville","Louisville/Jefferson KY-IN",318,2271662,"Telecommunications",1
"1358",19957,1358,26,"Edgewater Construction Services","edgewater-construction-services","Virginia","VA","Chesapeake","Virginia Beach-Norfolk-Newport News VA-NC",317,22344726,"Construction",4
"1359",23082,1359,40,"Virtual Tech Gurus","virtual-tech-gurus","Texas","TX","Dallas","Dallas",317,11586798,"IT Services",2
"1360",23196,1360,13,"ClearAbility","clearability","Maryland","MD","Woodbine","Baltimore",317,2461254,"Government Services",2
"1361",24983,1361,17,"Apex Payroll","apex-payroll","Georgia","GA","Roswell","Atlanta",317,3614615,"Software",1
"1362",25926,1362,400,"Hammond's Candies","hammonds-candies","Colorado","CO","Denver","Denver",317,33945966,"Food & Beverage",1
"1363",21065,1363,140,"ActivEngage","activengage","Florida","FL","Orlando","",317,8197000,"Software",3
"1364",25915,1364,62,"TakeLessons","takelessons","California","CA","San Diego","San Diego",316,10282873,"Software",1
"1365",25872,1365,24,"GetUsROI","getusroi","Texas","TX","Montgomery","Houston",316,2125609,"Software",1
"1366",24851,1366,25,"Heads-Up Companies","heads-up-companies","Oklahoma","OK","Oklahoma City","Oklahoma City OK",316,2108026,"Construction",1
"1367",23080,1367,29,"Genesis Consulting Partners","genesis-consulting-partners","Virginia","VA","Glen Allen","Richmond VA",315,8431972,"IT Services",2
"1368",21365,1368,17,"Retail Radio","retail-radio","California","CA","Citrus Heights","Sacramento--Arden-Arcade--Roseville CA",314,4782217,"Advertising & Marketing",3
"1369",23503,1369,653,"Reliant Realty","reliant-realty","Tennessee","TN","Gallatin","Nashville",314,19059551,"Real Estate",2
"1370",19391,1370,45,"BulkReefSupply.com","bulkreefsupplycom","Minnesota","MN","Golden Valley","Minneapolis",314,16070892,"Retail",4
"1371",19576,1371,80,"Rebecca Minkoff","rebecca-minkoff","New York","NY","New York","New York City",314,70058676,"Retail",4
"1372",25326,1372,138,"Digital Air Strike","digital-air-strike","Arizona","AZ","Scottsdale","San Jose",313,21237619,"Advertising & Marketing",1
"1373",11000,1373,171,"York Enterprise Solutions","york-enterprise-solutions","Illinois","IL","Westchester","Chicago",312,40435000,"IT Services",4
"1374",25439,1374,185,"Knowledgent Group","knowledgent-group","New Jersey","NJ","Warren","New York City",312,47036251,"IT Services",1
"1375",25116,1375,65,"SPOC Automation","spoc-automation","Alabama","AL","Trussville","Birmingham-Hoover AL",311,33886117,"Energy",1
"1376",19423,1376,225,"Access Media 3","access-media-3","Illinois","IL","Oak Brook","Chicago",311,45693700,"Telecommunications",4
"1377",25781,1377,550,"Ampal Group","ampal-group","New Jersey","NJ","Green Brook","New York City",311,15244768,"Food & Beverage",1
"1378",26023,1378,55,"Precise Leads","precise-leads","New York","NY","New York","New York City",311,13133811,"Advertising & Marketing",1
"1379",4146,1379,88,"Insurance Care Direct","insurance-care-direct","Florida","FL","Deerfield Beach","Miami",311,45006068,"Insurance",6
"1380",4121,1380,85,"Ventech Solutions","ventech-solutions","Ohio","OH","Columbus","Columbus OH",311,14764999,"IT Services",6
"1381",26175,1381,10,"Access Networks","access-networks","California","CA","Encino","Los Angeles",310,5533484,"IT Services",1
"1382",26062,1382,25,"PUSH Marketing & Promotions","push-marketing-promotions","Arizona","AZ","Tempe","Phoenix",310,4155895,"Human Resources",1
"1383",19789,1383,173,"AASKI Technology","aaski-technology","New Jersey","NJ","Ocean","New York City",310,51131534,"Engineering",4
"1384",25192,1384,102,"A-Fordable Billing Solution","a-fordable-billing-solution","California","CA","Pasadena","Los Angeles",310,4400717,"Health",1
"1385",1339,1385,211,"Lumenate","lumenate","Texas","TX","Addison","Dallas",310,150614000,"IT Services",5
"1386",23086,1386,232,"Patina Solutions","patina-solutions","Wisconsin","WI","Brookfield","Milwaukee-Waukesha-West Allis WI",309,14443000,"Human Resources",2
"1387",21117,1387,15,"Crunchy Logistics","crunchy-logistics","Florida","FL","Orlando","Orlando FL",309,2516225,"IT Services",3
"1388",23204,1388,31,"Frontline Source Group","frontline-source-group","Texas","TX","Dallas","Dallas",309,11322163,"Human Resources",2
"1389",23640,1389,45,"Thunder Bay Builders","thunder-bay-builders","Florida","FL","Spring Hill","Tampa",308,9369348,"Construction",2
"1390",25568,1390,70,"Centre Technologies","centre-technologies","Texas","TX","Houston","Houston",308,33381698,"IT Services",1
"1391",25920,1391,88,"Strive Physical Therapy","strive-physical-therapy","New Jersey","NJ","Moorestown","Philadelphia",308,5177339,"Health",1
"1392",23312,1392,25,"Autoshop Solutions","autoshop-solutions","North Carolina","NC","Apex","Durham NC",308,2548128,"Advertising & Marketing",2
"1393",23810,1393,108,"AppNeta","appneta","Massachusetts","MA","Boston","Boston",307,9710000,"Business Products & Services",2
"1394",23042,1394,8,"BWBacon Group","bwbacon-group","Colorado","CO","Denver","Denver",307,3465418,"Human Resources",2
"1395",24883,1395,16,"Dfuse Technologies","dfuse-technologies","Virginia","VA","Ashburn","Washington DC",307,4546809,"IT Services",1
"1396",25125,1396,30,"HydroPeptide","hydropeptide","Washington","WA","Issaquah","Seattle",307,7867307,"Consumer Products & Services",1
"1397",26550,1397,33,"Oak Mortgage Group","oak-mortgage-group","Texas","TX","Dallas","Dallas",307,2717989,"Financial Services",1
"1398",22982,1398,25,"The Millennium Group International","the-millennium-group-international","Virginia","VA","Sterling","Washington DC",306,3569870,"Government Services",2
"1399",26402,1399,24,"Datum","datum","Maryland","MD","Annapolis","Baltimore",306,3882413,"IT Services",1
"1400",25632,1400,105,"H & F Bread Company","h-f-bread-company","Georgia","GA","Atlanta","Atlanta",306,3988000,"Food & Beverage",1
"1401",25174,1401,80,"Makosi","makosi","New York","NY","New York","New York City",306,8935500,"Financial Services",1
"1402",23658,1402,33,"Arke","arke","Georgia","GA","Atlanta","Atlanta",306,6941768,"Advertising & Marketing",2
"1403",26555,1403,30,"Profuse Solutions","profuse-solutions","California","CA","Walnut","Los Angeles",305,2264291,"IT Services",1
"1404",25738,1404,25,"MD Molding","md-molding","Iowa","IA","Wayland","",305,3956459,"Manufacturing",1
"1405",18097,1405,558,"Keller Williams Capital Properties","keller-williams-capital-properties","District of Columbia","DC","Washington","Washington DC",305,38261067,"Real Estate",5
"1406",23470,1406,32,"Goldfish Medical Staffing","goldfish-medical-staffing","Texas","TX","Plano","Dallas",305,14413146,"Health",2
